"Date","DissolvedOxygenppm","DissolvedOxygenppm_Qual","WaterTemperature","WaterTemperature_Qual"
"13:45:00 06/08/2010",10.782,15,10.5,2
"13:45:00 06/10/2008",5.699,2,15.6,2
"13:45:00 07/01/2007",4.832,2,25.4,2
"13:45:00 07/03/2007",5.465,2,20.6,2
"13:45:00 07/04/2011",6.582,2,18,2
"13:45:00 07/05/2006",8.198,2,14.4,2
"13:45:00 07/05/2013",10.091,15,10.9,2
"13:45:00 07/11/2006",6.562,2,17.8,2
"13:45:00 07/11/2008",6.601,2,18.4,2
"13:45:00 08/03/2008",6.126,2,19.7,2
"13:45:00 08/05/2013",10.054,15,11.7,2
"13:45:00 08/06/2006",10.094,2,9.6,2
"13:45:00 08/06/2007",8.667,2,9.5,2
"13:45:00 08/08/2010",11.159,15,9.7,2
"13:45:00 08/10/2006",9.383,2,16.3,2
"13:45:00 08/10/2007",8.152,2,16.1,2
"13:45:00 08/12/2007",5.803,2,21.6,2
"13:45:00 09/04/2007",6.329,2,16.5,2
"13:45:00 09/04/2010",6.884,2,18.6,2
"13:45:00 09/04/2012",7.861,2,16.9,2
"13:45:00 09/05/2013",10.417,15,11.4,2
"13:45:00 09/09/2006",9.573,2,13.1,2
"13:45:00 09/12/2006",5.588,2,21.9,2
"13:45:00 10/01/2009",9.901,2,NA,NA
"13:45:00 10/02/2012",NA,161,22.1,2
"13:45:00 10/04/2008",7.773,2,17.9,2
"13:45:00 10/04/2013",7.799,100,19.3,2
"13:45:00 10/05/2007",6.308,2,14.7,2
"13:45:00 10/05/2013",10.479,15,11.7,2
"13:45:00 10/08/2010",11.535,15,9.1,2
"13:45:00 10/09/2007",8.649,2,13.3,2
"13:45:00 10/10/2010",7.966,2,17.1,2
"13:45:00 10/10/2012",9.981,2,14.8,2
"13:45:00 10/11/2006",7.488,2,18.7,2
"13:45:00 11/03/2008",5.065,2,21.2,2
"13:45:00 11/04/2007",6.099,2,17.4,2
"13:45:00 11/05/2013",10.342,15,12.5,2
"13:45:00 11/07/2008",9.705,2,9.2,2
"13:45:00 11/10/2007",7.501,2,18.1,2
"13:45:00 11/11/2007",9.619,2,18.8,2
"13:45:00 12/01/2009",9.869,2,NA,NA
"13:45:00 12/02/2007",6.135,2,22.3,2
"13:45:00 12/03/2006",6.68,2,22.5,2
"13:45:00 12/03/2008",5.545,2,21,2
"13:45:00 12/05/2013",10.305,15,12.4,2
"13:45:00 12/11/2012",8.3,2,20.2,2
"13:45:00 12/12/2006",NA,NA,20.1,2
"13:45:00 13/01/2007",5.854,2,22.3,2
"13:45:00 13/02/2007",6.054,2,22.2,2
"13:45:00 13/02/2010",4.357,2,24.6,2
"13:45:00 13/03/2007",5.864,2,19.8,2
"13:45:00 13/03/2008",5.925,2,21.2,2
"13:45:00 13/04/2010",7.256,2,16.7,2
"13:45:00 13/05/2013",10.168,15,12.9,2
"13:45:00 13/09/2006",9.638,2,13.8,2
"13:45:00 13/09/2008",7.061,2,15.8,2
"13:45:00 13/11/2012",8.6,2,19.9,2
"13:45:00 13/12/2007",5.2,2,22.1,2
"13:45:00 14/04/2006",8.453,2,15,2
"13:45:00 14/05/2010",9.16,2,13.1,2
"13:45:00 14/05/2013",10.331,15,12.1,2
"13:45:00 14/06/2006",10.456,2,8.7,2
"13:45:00 14/10/2006",8.714,2,17.7,2
"13:45:00 14/11/2007",9.5,2,18.7,2
"13:45:00 14/12/2011",7.975,50,20.7,2
"13:45:00 15/02/2007",5.538,2,24.2,2
"13:45:00 15/02/2008",5.033,2,22.7,2
"13:45:00 15/03/2006",6.974,2,20.9,2
"13:45:00 15/03/2008",5.784,2,22.7,2
"13:45:00 15/05/2007",6.806,2,14.3,2
"13:45:00 15/05/2013",10.394,15,12.3,2
"13:45:00 15/06/2006",10.566,2,8.7,2
"13:45:00 15/08/2006",7.348,2,11.6,2
"13:45:00 15/10/2006",9.003,2,17.4,2
"13:45:00 15/10/2008",5.873,2,17.7,2
"13:45:00 16/01/2011",7.048,100,24.3,2
"13:45:00 16/03/2008",5.964,2,22.8,2
"13:45:00 16/03/2011",4.646,100,21.3,2
"13:45:00 16/04/2007",5.372,2,17.5,2
"13:45:00 16/05/2006",9.691,2,12.5,2
"13:45:00 16/05/2007",6.666,2,15.4,2
"13:45:00 16/12/2009",7.172,2,24.2,2
"13:45:00 17/02/2007",5.571,2,25.1,2
"13:45:00 17/02/2010",5.811,2,23.3,2
"13:45:00 17/03/2006",6.772,2,NA,NA
"13:45:00 17/03/2007",5.329,2,21.2,2
"13:45:00 17/04/2007",6.007,2,17.6,2
"13:45:00 17/06/2010",9.282,2,10.3,2
"13:45:00 17/09/2007",9.112,2,13.4,2
"13:45:00 17/11/2006",7.948,2,18,2
"13:45:00 17/11/2007",8.181,2,21.4,2
"13:45:00 17/12/2009",7.375,2,24.2,2
"13:45:00 17/12/2011",8.005,2,22,2
"13:45:00 18/01/2007",6.145,2,NA,NA
"13:45:00 18/01/2011",6.76,100,23.2,2
"13:45:00 18/03/2007",5.545,2,19.6,2
"13:45:00 18/03/2008",5.224,2,23.9,2
"13:45:00 18/04/2007",6.041,2,17.7,2
"13:45:00 18/05/2006",9.578,2,13,2
"13:45:00 18/05/2008",7.228,2,NA,NA
"13:45:00 18/08/2006",7.568,2,11.6,2
"13:45:00 18/10/2006",8.869,2,19.3,2
"13:45:00 18/12/2006",NA,NA,20.5,2
"13:45:00 19/03/2006",7.005,2,19.1,2
"13:45:00 19/04/2007",6.176,2,17.6,2
"13:45:00 19/09/2008",8.597,2,14.3,2
"13:45:00 19/10/2006",8.157,2,18.8,2
"13:45:00 19/12/2011",7.404,2,22,2
"13:45:00 20/02/2010",6.076,2,24,2
"13:45:00 20/03/2006",7.057,2,18.3,2
"13:45:00 20/05/2007",7.005,2,14,2
"13:45:00 20/05/2008",9.257,2,13.5,2
"13:45:00 20/07/2009",9.358,2,11,2
"13:45:00 20/10/2006",8.446,2,NA,NA
"13:45:00 20/10/2008",7.702,2,18.3,2
"13:45:00 20/12/2008",8.704,100,19.2,2
"13:45:00 21/01/2007",5.714,2,24.5,2
"13:45:00 21/03/2007",5.694,2,21.1,2
"13:45:00 21/03/2010",5.055,2,22.7,2
"13:45:00 21/04/2010",7.3,2,18.5,2
"13:45:00 21/06/2007",9.908,2,NA,NA
"13:45:00 21/11/2006",6.782,2,21.9,2
"13:45:00 22/01/2007",6.133,2,24.2,2
"13:45:00 22/02/2007",5.153,2,26,2
"13:45:00 22/03/2011",3.427,100,21.5,2
"13:45:00 22/04/2010",8.218,2,18.7,2
"13:45:00 22/05/2007",NA,NA,12.7,2
"13:45:00 22/08/2006",7.828,2,12.3,2
"13:45:00 22/10/2008",8.474,2,15.8,2
"13:45:00 22/11/2006",6.39,2,22.6,2
"13:45:00 22/11/2009",5.826,2,21.7,2
"13:45:00 23/01/2007",6.353,2,23.9,2
"13:45:00 23/04/2008",8.031,2,15.9,2
"13:45:00 23/04/2010",8.536,2,18.8,2
"13:45:00 23/08/2006",7.167,2,12.4,2
"13:45:00 23/08/2008",12.1,2,9.7,2
"13:45:00 23/09/2007",8.766,2,13.3,2
"13:45:00 24/01/2007",6.372,2,23.6,2
"13:45:00 24/01/2008",4.824,2,23.6,2
"13:45:00 24/02/2010",7.329,2,22.6,2
"13:45:00 24/07/2006",9.1,2,10.4,2
"13:45:00 24/09/2006",10.665,2,15.7,2
"13:45:00 24/09/2013",9.902,2,15.4,2
"13:45:00 24/10/2012",9.433,2,16.3,2
"13:45:00 24/11/2006",6.907,2,22,2
"13:45:00 24/12/2006",6.145,2,21.4,2
"13:45:00 25/02/2010",7.318,2,22.8,2
"13:45:00 25/03/2007",4.31,2,18.8,2
"13:45:00 25/04/2008",8.886,2,15.6,2
"13:45:00 25/04/2010",7.572,2,17.8,2
"13:45:00 25/08/2006",8.147,2,12.1,2
"13:45:00 25/08/2011",11.003,2,10.2,2
"13:45:00 25/10/2006",9.089,2,18.1,2
"13:45:00 25/12/2006",6.815,2,19.8,2
"13:45:00 25/12/2012",7.798,2,22,2
"13:45:00 26/02/2007",5.018,2,23.3,2
"13:45:00 26/02/2010",6.87,2,23.9,2
"13:45:00 26/03/2007",5.245,2,18.1,2
"13:45:00 26/08/2009",10.156,2,11.8,2
"13:45:00 26/10/2006",7.977,2,NA,NA
"13:45:00 26/10/2008",7.417,2,17,2
"13:45:00 26/11/2006",6.725,2,22,2
"13:45:00 26/11/2008",8.247,2,18.3,2
"13:45:00 27/01/2007",5.829,2,21.9,2
"13:45:00 27/08/2008",11.594,2,11,2
"13:45:00 27/10/2007",7.415,2,19.5,2
"13:45:00 27/10/2009",NA,180,16.6,2
"13:45:00 27/12/2006",6.756,2,19.3,2
"13:45:00 28/02/2008",7.106,2,NA,NA
"13:45:00 28/06/2006",10.5,2,8.7,2
"13:45:00 28/10/2006",8.354,2,15.5,2
"13:45:00 28/10/2009",NA,180,17.8,2
"13:45:00 28/10/2012",8.591,2,17.7,2
"13:45:00 29/01/2007",6.967,2,21,2
"13:45:00 29/03/2008",7.042,2,16.7,2
"13:45:00 29/03/2012",8.002,2,19.1,2
"13:45:00 29/04/2010",NA,180,16.5,2
"13:45:00 29/08/2006",7.946,2,11.6,2
"13:45:00 29/10/2010",NA,180,NA,180
"13:45:00 30/01/2008",5.668,2,25.9,2
"13:45:00 30/04/2006",8.493,2,14.6,2
"13:45:00 30/05/2007",NA,NA,12.4,2
"13:45:00 30/06/2006",10.9,2,7.8,2
"13:45:00 30/08/2007",7.55,2,12.6,2
"13:45:00 30/11/2008",8.572,2,18.6,2
"13:45:00 30/12/2006",6.068,2,22.4,2
"13:45:00 30/12/2010",7.094,100,21.9,2
"13:45:00 31/01/2012",NA,161,23,2
"13:45:00 31/07/2006",8.051,2,10.8,2
"13:45:00 31/10/2012",8.2,2,20.7,2
"13:45:00 31/12/2006",5.538,2,22.2,2
"13:45:00 31/12/2010",6.15,100,22.8,2
"13:45:22 09/04/2009",7.095,2,17.7,2
"13:46:00 10/01/2009",9.801,2,NA,NA
"13:46:00 14/01/2009",8.739,2,NA,NA
"13:47:00 14/01/2009",8.639,2,NA,NA
"13:48:00 01/05/2013",9.714,15,12.6,2
"13:48:00 02/05/2013",9.877,15,12,2
"13:48:00 03/05/2013",9.939,15,11.6,2
"13:48:00 04/05/2013",10.002,15,11.5,2
"13:48:00 05/05/2013",9.865,15,11.6,2
"13:48:00 06/05/2013",10.028,15,11.3,2
"13:48:00 07/01/2009",6.747,2,NA,NA
"13:48:00 07/05/2013",10.091,15,10.9,2
"13:48:00 08/05/2013",10.054,15,11.7,2
"13:48:00 09/01/2009",9.416,2,NA,NA
"13:48:00 09/05/2013",10.417,15,11.4,2
"13:48:00 10/05/2013",10.48,15,11.7,2
"13:48:00 11/05/2013",10.342,15,12.5,2
"13:48:00 12/05/2013",10.305,15,12.5,2
"13:48:00 13/05/2013",10.168,15,12.9,2
"13:48:00 14/05/2013",10.331,15,12.1,2
"13:48:00 15/05/2013",10.394,15,12.3,2
"13:48:00 17/12/2013",8.8,2,23.2,2
"13:48:00 26/12/2008",NA,NA,20.9,2
"13:48:00 27/12/2008",NA,NA,21.2,2
"13:48:00 28/12/2008",NA,NA,23,2
"13:49:00 07/01/2009",6.847,2,NA,NA
"13:49:00 09/01/2009",9.516,2,NA,NA
"13:49:00 26/12/2008",NA,NA,21,2
"13:49:00 27/12/2008",NA,NA,21.3,2
"13:49:00 28/12/2008",NA,NA,23.1,2
"13:50:00 12/01/2009",NA,NA,21.4,2
"13:50:00 13/01/2009",NA,NA,21.9,2
"13:51:00 01/05/2013",9.714,15,12.6,2
"13:51:00 02/05/2013",9.877,15,12,2
"13:51:00 03/05/2013",9.94,15,11.6,2
"13:51:00 04/05/2013",10.002,15,11.5,2
"13:51:00 05/05/2013",9.865,15,11.6,2
"13:51:00 06/05/2013",10.028,15,11.3,2
"13:51:00 07/05/2013",10.091,15,11,2
"13:51:00 08/05/2013",10.054,15,11.7,2
"13:51:00 09/05/2013",10.417,15,11.4,2
"13:51:00 10/05/2013",10.48,15,11.8,2
"13:51:00 11/05/2013",10.343,15,12.5,2
"13:51:00 12/01/2009",NA,NA,21.5,2
"13:51:00 12/05/2013",10.305,15,12.5,2
"13:51:00 13/01/2009",NA,NA,22,2
"13:51:00 13/05/2013",10.168,15,12.9,2
"13:51:00 14/05/2013",10.431,15,12.1,2
"13:51:00 15/05/2013",10.394,15,12.3,2
"13:52:00 08/01/2009",NA,NA,21.3,2
"13:53:00 08/01/2009",NA,NA,21.4,2
"13:53:00 31/12/2008",7.455,2,NA,NA
"13:54:00 01/05/2013",9.714,15,12.6,2
"13:54:00 02/05/2013",9.877,15,12,2
"13:54:00 03/05/2013",9.94,15,11.6,2
"13:54:00 04/05/2013",10.002,15,11.5,2
"13:54:00 05/05/2013",9.865,15,11.6,2
"13:54:00 06/05/2013",10.028,15,11.3,2
"13:54:00 07/05/2013",10.091,15,11,2
"13:54:00 08/05/2013",10.054,15,11.7,2
"13:54:00 09/05/2013",10.417,15,11.5,2
"13:54:00 10/05/2013",10.48,15,11.8,2
"13:54:00 11/01/2009",NA,NA,20.5,2
"13:54:00 11/05/2013",10.343,15,12.5,2
"13:54:00 12/05/2013",10.306,15,12.5,2
"13:54:00 13/05/2013",10.168,15,12.9,2
"13:54:00 14/05/2013",10.431,15,12.1,2
"13:54:00 15/05/2013",10.394,15,12.3,2
"13:54:00 16/01/2009",NA,NA,22,2
"13:54:00 31/12/2008",7.555,2,NA,NA
"13:55:00 09/01/2009",9.517,2,NA,NA
"13:55:00 11/01/2009",NA,NA,20.6,2
"13:55:00 25/12/2008",NA,NA,21,2
"13:56:00 09/01/2009",9.617,2,NA,NA
"13:56:00 23/12/2008",NA,NA,21.7,2
"13:56:00 25/12/2008",NA,NA,21.1,2
"13:57:00 01/05/2013",9.714,15,12.6,2
"13:57:00 02/05/2013",9.877,15,12,2
"13:57:00 03/05/2013",9.94,15,11.6,2
"13:57:00 04/05/2013",10.003,15,11.5,2
"13:57:00 05/05/2013",9.866,15,11.6,2
"13:57:00 06/05/2013",10.028,15,11.3,2
"13:57:00 07/05/2013",10.091,15,11,2
"13:57:00 08/05/2013",10.054,15,11.7,2
"13:57:00 09/05/2013",10.417,15,11.5,2
"13:57:00 10/05/2013",10.48,15,11.8,2
"13:57:00 11/05/2013",10.343,15,12.5,2
"13:57:00 12/05/2013",10.306,15,12.5,2
"13:57:00 13/05/2013",10.169,15,12.9,2
"13:57:00 14/05/2013",10.431,15,12.1,2
"13:57:00 15/05/2013",10.394,15,12.3,2
"13:57:00 23/12/2008",NA,NA,21.8,2
"13:57:00 28/09/2011",9.3,2,14.9,2
"13:58:00 05/01/2009",NA,NA,21.8,2
"13:59:00 05/01/2009",NA,NA,21.9,2
"13:59:00 06/01/2009",NA,NA,23.2,2
"13:59:00 31/12/2008",NA,NA,21.4,2
"14:00:00 01/01/2009",8.841,2,NA,NA
"14:00:00 01/02/2010",6.198,2,24.7,2
"14:00:00 01/02/2012",NA,161,22.2,2
"14:00:00 01/03/2008",7.168,2,18.2,2
"14:00:00 01/03/2010",6.073,2,21.1,2
"14:00:00 01/04/2008",7.626,2,16.6,2
"14:00:00 01/05/2013",9.714,15,12.6,2
"14:00:00 01/06/2007",8.092,2,10.3,2
"14:00:00 01/08/2006",8.391,2,10.7,2
"14:00:00 01/10/2007",8.808,2,14.9,2
"14:00:00 01/11/2006",8.108,2,18.7,2
"14:00:00 01/12/2006",6.468,2,22.7,2
"14:00:00 02/01/2007",5.58,2,23.8,2
"14:00:00 02/02/2012",NA,161,22.3,2
"14:00:00 02/03/2006",NA,180,NA,170
"14:00:00 02/03/2007",5.084,2,24.5,2
"14:00:00 02/05/2013",9.877,15,12,2
"14:00:00 02/10/2007",8.557,2,15.4,2
"14:00:00 02/10/2009",8.069,2,14.3,2
"14:00:00 02/11/2007",7.877,2,19.3,2
"14:00:00 02/12/2006",6.376,2,22.4,2
"14:00:00 02/12/2008",8.236,2,18.8,2
"14:00:00 02/12/2009",7.634,2,21.7,2
"14:00:00 03/05/2006",8.524,2,14.6,2
"14:00:00 03/05/2013",9.94,15,11.6,2
"14:00:00 03/09/2006",7.779,2,NA,NA
"14:00:00 03/09/2007",8.586,2,13.1,2
"14:00:00 03/11/2006",7.428,2,18.7,2
"14:00:00 03/12/2008",7.352,2,20,2
"14:00:00 04/02/2007",6.082,2,23.9,2
"14:00:00 04/02/2010",5.463,2,25.2,2
"14:00:00 04/05/2008",8.522,2,12.6,2
"14:00:00 04/05/2010",7.287,2,15.4,2
"14:00:00 04/05/2013",10.003,15,11.5,2
"14:00:00 04/06/2006",9.553,2,11.2,2
"14:00:00 04/08/2006",8.31,2,10.8,2
"14:00:00 04/09/2009",7.512,2,13.3,2
"14:00:00 04/10/2012",9.444,2,15.3,2
"14:00:00 04/12/2006",6.693,2,21.5,2
"14:00:00 04/12/2009",7.697,2,21.2,2
"14:00:00 05/01/2012",NA,161,24.6,2
"14:00:00 05/02/2007",5.801,2,24.5,2
"14:00:00 05/03/2008",6.288,2,20,2
"14:00:00 05/04/2007",5.092,2,18,2
"14:00:00 05/05/2010",7.425,2,15,2
"14:00:00 05/05/2013",9.966,15,11.6,2
"14:00:00 05/07/2006",9.9,2,9.6,2
"14:00:00 05/08/2006",8.55,2,10.5,2
"14:00:00 05/09/2006",9.111,2,13.2,2
"14:00:00 05/10/2012",9.384,2,15.9,2
"14:00:00 05/11/2006",7.145,2,20.6,2
"14:00:00 05/12/2006",6.407,2,21.9,2
"14:00:00 06/01/2009",NA,NA,23.3,2
"14:00:00 06/02/2007",5.52,2,23.3,2
"14:00:00 06/02/2011",5.499,100,22.4,2
"14:00:00 06/02/2012",NA,161,21.9,2
"14:00:00 06/03/2008",6.167,2,20.8,2
"14:00:00 06/05/2007",5.77,2,16.5,2
"14:00:00 06/05/2013",10.029,15,11.3,2
"14:00:00 06/06/2006",9.573,2,11.1,2
"14:00:00 06/08/2008",10.752,2,10.6,2
"14:00:00 06/09/2006",8.978,2,13.2,2
"14:00:00 06/10/2007",7.955,2,16.7,2
"14:00:00 06/12/2006",6.077,2,22.3,2
"14:00:00 07/01/2007",4.932,2,25.4,2
"14:00:00 07/03/2007",5.565,2,20.7,2
"14:00:00 07/03/2008",5.347,2,19.9,2
"14:00:00 07/04/2006",8.26,2,14.7,2
"14:00:00 07/04/2012",7.639,2,18.6,2
"14:00:00 07/05/2013",10.191,15,11,2
"14:00:00 07/06/2006",9.784,2,10.6,2
"14:00:00 07/07/2006",9.9,2,10.1,2
"14:00:00 07/10/2006",9.794,2,16.4,2
"14:00:00 07/11/2007",9.545,2,16,2
"14:00:00 07/12/2006",6.248,2,21.9,2
"14:00:00 08/01/2007",5.803,2,NA,NA
"14:00:00 08/04/2010",7.267,2,19.3,2
"14:00:00 08/05/2012",8.346,2,14,2
"14:00:00 08/05/2013",10.054,15,11.7,2
"14:00:00 08/07/2006",9.9,2,10.2,2
"14:00:00 08/09/2006",9.41,2,13,2
"14:00:00 08/09/2007",9.131,2,12.2,2
"14:00:00 08/11/2006",7.371,2,NA,NA
"14:00:00 08/12/2006",6.418,2,21.8,2
"14:00:00 09/01/2007",6.073,2,NA,NA
"14:00:00 09/01/2012",NA,161,22,2
"14:00:00 09/02/2011",4.445,100,22.5,2
"14:00:00 09/03/2007",5.498,2,20.2,2
"14:00:00 09/04/2008",NA,NA,17.2,2
"14:00:00 09/04/2009",7.109,2,17.7,2
"14:00:00 09/05/2007",NA,NA,15.6,2
"14:00:00 09/05/2010",8.074,2,14,2
"14:00:00 09/05/2013",10.417,15,11.5,2
"14:00:00 09/06/2006",10.304,2,9.5,2
"14:00:00 09/10/2006",10.471,2,14.8,2
"14:00:00 09/10/2010",8.202,2,16.3,2
"14:00:00 09/11/2006",7.579,2,18.2,2
"14:00:00 10/02/2011",3.327,100,23,2
"14:00:00 10/03/2007",5.915,2,20.2,2
"14:00:00 10/04/2007",6.465,2,16.8,2
"14:00:00 10/04/2010",7.203,2,18.7,2
"14:00:00 10/04/2013",7.799,100,19.3,2
"14:00:00 10/05/2013",10.48,15,11.8,2
"14:00:00 10/07/2006",9.8,2,9.9,2
"14:00:00 10/08/2006",8.149,2,10.6,2
"14:00:00 10/08/2009",10.436,2,11.2,2
"14:00:00 10/09/2006",9.742,2,13.8,2
"14:00:00 10/09/2008",7.943,2,13.2,2
"14:00:00 10/10/2008",6.544,2,15.8,2
"14:00:00 10/11/2012",8.3,2,19,2
"14:00:00 10/12/2006",4.859,2,22,2
"14:00:00 11/01/2007",5.614,2,21.4,2
"14:00:00 11/03/2007",6.031,2,20.3,2
"14:00:00 11/03/2011",6.362,100,21,2
"14:00:00 11/05/2008",8.076,2,14.3,2
"14:00:00 11/05/2013",10.343,15,12.5,2
"14:00:00 11/06/2006",NA,NA,9,2
"14:00:00 11/07/2006",9.7,2,10.3,2
"14:00:00 11/08/2006",8.39,2,11,2
"14:00:00 11/11/2012",8.5,2,20.8,2
"14:00:00 11/12/2006",4.429,2,22.7,2
"14:00:00 12/01/2007",5.584,2,21.6,2
"14:00:00 12/01/2011",7.225,100,23.6,2
"14:00:00 12/02/2008",5.354,2,21.9,2
"14:00:00 12/05/2012",7.818,2,13.2,2
"14:00:00 12/05/2013",10.306,15,12.5,2
"14:00:00 12/06/2006",10.335,2,9.1,2
"14:00:00 12/07/2006",9.8,2,9.4,2
"14:00:00 12/08/2006",NA,NA,11.4,2
"14:00:00 12/10/2006",9.737,2,17.6,2
"14:00:00 12/10/2007",7.851,2,16.9,2
"14:00:00 12/10/2010",7.592,2,17.6,2
"14:00:00 12/11/2008",6.309,2,21.7,2
"14:00:00 12/12/2006",NA,NA,20.2,2
"14:00:00 13/01/2010",6.83,2,23.8,2
"14:00:00 13/05/2013",10.169,15,12.9,2
"14:00:00 13/07/2006",10,2,NA,NA
"14:00:00 13/08/2006",7.969,2,11.2,2
"14:00:00 13/08/2008",10.867,2,10.6,2
"14:00:00 14/01/2007",5.926,2,21.8,2
"14:00:00 14/01/2011",8.337,100,23.3,2
"14:00:00 14/02/2008",5.275,2,21.6,2
"14:00:00 14/02/2010",4.146,2,24.3,2
"14:00:00 14/03/2013",NA,NA,22,2
"14:00:00 14/04/2010",7.475,2,16.7,2
"14:00:00 14/05/2006",9.304,2,13.4,2
"14:00:00 14/05/2013",10.432,15,12.1,2
"14:00:00 14/07/2006",NA,NA,8.9,2
"14:00:00 14/09/2008",6.967,2,16.2,2
"14:00:00 14/11/2006",7.322,2,18.7,2
"14:00:00 15/05/2013",10.395,15,12.3,2
"14:00:00 15/09/2006",9.573,2,14.8,2
"14:00:00 15/10/2010",7.182,2,16.5,2
"14:00:00 16/02/2007",5.554,2,24.9,2
"14:00:00 16/03/2007",5.213,2,21.7,2
"14:00:00 16/04/2008",8.139,2,17.3,2
"14:00:00 16/05/2012",8.392,2,12.5,2
"14:00:00 16/06/2006",NA,NA,9.4,2
"14:00:00 16/09/2006",8.839,2,14.7,2
"14:00:00 16/11/2006",7.939,2,NA,NA
"14:00:00 16/12/2006",6.482,2,21.1,2
"14:00:00 17/02/2008",5.756,2,23.1,2
"14:00:00 17/06/2006",10.387,2,9.6,2
"14:00:00 17/11/2008",7.215,2,19.4,2
"14:00:00 17/12/2009",7.355,2,24.1,2
"14:00:00 17/12/2013",8.789,15,23.3,2
"14:00:00 18/02/2007",5.387,2,25.2,2
"14:00:00 18/03/2010",4.783,2,22.7,2
"14:00:00 18/03/2013",8.725,100,20,2
"14:00:00 18/04/2006",8.513,2,15.1,2
"14:00:00 18/05/2012",7.928,2,11.8,2
"14:00:00 18/10/2008",NA,NA,18.1,2
"14:00:00 18/11/2006",7.756,2,20,2
"14:00:00 18/12/2006",NA,NA,20.6,2
"14:00:00 19/01/2009",8.483,2,23.7,2
"14:00:00 19/02/2007",4.904,2,NA,NA
"14:00:00 19/03/2007",5.962,2,20.1,2
"14:00:00 19/04/2010",8.565,2,17.9,2
"14:00:00 19/06/2006",10.208,2,9.1,2
"14:00:00 19/06/2009",9.352,2,9.6,2
"14:00:00 19/07/2006",9.3,2,10.2,2
"14:00:00 19/08/2008",11.207,2,11,2
"14:00:00 19/08/2010",10.78,15,9.9,2
"14:00:00 19/09/2006",10.437,2,16.1,2
"14:00:00 19/11/2007",8.069,2,21.3,2
"14:00:00 19/12/2006",5.993,2,22.4,2
"14:00:00 20/03/2008",5.084,2,21.2,2
"14:00:00 20/03/2013",8.723,100,20.6,2
"14:00:00 20/04/2009",7.9,2,17,2
"14:00:00 20/05/2011",9.19,2,12.9,2
"14:00:00 20/06/2006",10.518,2,8.5,2
"14:00:00 20/07/2006",9.4,2,10.2,2
"14:00:00 20/09/2006",9.403,2,16,2
"14:00:00 20/12/2006",NA,NA,22.1,2
"14:00:00 21/01/2009",7.738,2,24.7,2
"14:00:00 21/03/2006",7.11,2,18.8,2
"14:00:00 21/04/2006",8.901,2,NA,NA
"14:00:00 21/07/2006",NA,NA,9.7,2
"14:00:00 21/08/2006",7.888,2,12.2,2
"14:00:00 21/09/2006",8.969,2,15.9,2
"14:00:00 21/09/2007",9.148,2,13.5,2
"14:00:00 21/09/2008",9.409,2,15.2,2
"14:00:00 21/09/2011",9.235,2,15.4,2
"14:00:00 21/10/2006",8.734,2,16.4,2
"14:00:00 21/11/2008",8.041,2,18.8,2
"14:00:00 21/12/2006",5.734,2,21.7,2
"14:00:00 21/12/2011",7.103,2,21.6,2
"14:00:00 22/03/2006",6.962,2,19.3,2
"14:00:00 22/06/2006",10.638,2,8.8,2
"14:00:00 22/09/2008",9.815,2,16.1,2
"14:00:00 22/12/2006",4.605,2,21.9,2
"14:00:00 23/02/2007",5.069,2,25.8,2
"14:00:00 23/06/2006",10.249,2,9.2,2
"14:00:00 23/09/2010",9.55,2,13.8,2
"14:00:00 23/10/2007",6.442,2,18.8,2
"14:00:00 23/10/2008",8.46,2,15.9,2
"14:00:00 23/12/2010",8.305,100,20.6,2
"14:00:00 24/02/2007",4.585,2,24.3,2
"14:00:00 24/03/2006",7.066,2,19.8,2
"14:00:00 24/04/2007",5.654,2,16.8,2
"14:00:00 24/06/2006",10.259,2,8.9,2
"14:00:00 24/08/2009",8.954,2,12.9,2
"14:00:00 24/10/2006",9.1,2,18.1,2
"14:00:00 24/10/2007",7.435,2,18.7,2
"14:00:00 24/12/2012",6.556,2,24.7,2
"14:00:00 25/02/2007",5.102,2,23.2,2
"14:00:00 25/03/2010",5.552,2,21.1,2
"14:00:00 25/11/2008",8.366,2,18,2
"14:00:00 25/11/2010",7.2,2,22.6,2
"14:00:00 26/01/2007",6.41,2,23,2
"14:00:00 26/02/2010",6.677,2,23.9,2
"14:00:00 26/04/2010",8.791,2,17.4,2
"14:00:00 26/09/2006",11.4,2,14.7,2
"14:00:00 26/11/2007",7.024,2,20,2
"14:00:00 26/11/2009",8.112,2,20.6,2
"14:00:00 26/12/2006",6.787,2,19,2
"14:00:00 27/01/2007",5.929,2,22,2
"14:00:00 27/02/2008",7.359,2,20.8,2
"14:00:00 27/03/2006",6.829,2,NA,NA
"14:00:00 27/04/2007",6.133,2,15.2,2
"14:00:00 27/04/2009",7.809,2,14.2,2
"14:00:00 27/04/2010",8.108,2,16.8,2
"14:00:00 27/07/2006",8.1,2,11.9,2
"14:00:00 27/10/2006",8.666,2,17.3,2
"14:00:00 28/01/2007",6.548,2,20.4,2
"14:00:00 28/02/2008",7.128,2,19.2,2
"14:00:00 28/02/2012",7.177,2,23.2,2
"14:00:00 28/03/2008",6.335,2,17.4,2
"14:00:00 28/03/2010",6.125,2,21.2,2
"14:00:00 28/04/2006",8.906,2,13.5,2
"14:00:00 28/04/2010",9.026,2,16.2,2
"14:00:00 28/06/2006",10.7,2,8.8,2
